Id,Label,Intent,Extent,Frequency,Positive,Negative,Quality,Pertinence,Mean,Selected
79,|0|5|15|32|6|17|2|8|,|0|5|15|32|6|17|2|8|,|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|2|5|6|8|11|13|15|17|19|20|22|26|30|32|34|-|0|2|5|6|8|11|13|15|17|19|21|22|26|30|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|19|20|22|26|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|10|13|15|17|19|21|22|24|31|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|10|13|15|17|19|20|22|24|31|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|21|23|24|31|32|35|-|0|2|5|6|8|11|12|15|17|19|20|22|26|30|32|34|-|0|2|5|6|8|10|13|15|17|19|20|22|26|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|,19,0,19,15.991667,2.662966,13.8854,TRUE
110,|0|5|31|20|6|17|,|0|5|31|20|6|17|,|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|33|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|33|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|3|5|6|9|10|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|33|34|-|0|3|5|6|9|11|12|14|17|19|20|22|25|31|32|34|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|35|-|0|3|5|6|9|11|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|3|5|6|9|10|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|3|5|6|8|10|13|14|17|19|20|22|25|31|32|34|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|15|17|19|20|22|26|31|32|34|-|0|3|5|6|8|10|12|14|17|19|20|22|25|31|32|35|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|33|34|-|0|3|5|6|8|11|13|14|17|19|20|22|25|31|32|35|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|3|5|6|8|10|13|14|17|19|20|22|25|31|32|35|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|3|5|6|9|11|13|14|17|19|20|22|25|31|32|34|-|0|3|5|6|9|11|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|10|13|15|17|19|20|22|24|31|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|34|-|0|3|5|6|9|11|12|14|17|19|20|22|25|31|32|35|-|0|2|5|6|8|10|12|14|17|19|20|22|26|31|32|35|-|0|2|5|6|8|10|13|15|17|19|20|22|26|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|3|5|6|9|10|13|14|17|19|20|22|25|31|32|35|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|34|,36,0,36,38.224615,2.109244,21.598995,TRUE
111,|0|5|31|32|20|6|17|,|0|5|31|32|20|6|17|,|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|3|5|6|9|10|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|3|5|6|9|11|12|14|17|19|20|22|25|31|32|34|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|35|-|0|3|5|6|9|11|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|3|5|6|9|10|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|3|5|6|8|10|13|14|17|19|20|22|25|31|32|34|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|15|17|19|20|22|26|31|32|34|-|0|3|5|6|8|10|12|14|17|19|20|22|25|31|32|35|-|0|3|5|6|8|11|13|14|17|19|20|22|25|31|32|35|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|3|5|6|8|10|13|14|17|19|20|22|25|31|32|35|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|3|5|6|9|11|13|14|17|19|20|22|25|31|32|34|-|0|3|5|6|9|11|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|10|13|15|17|19|20|22|24|31|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|34|-|0|3|5|6|9|11|12|14|17|19|20|22|25|31|32|35|-|0|2|5|6|8|10|12|14|17|19|20|22|26|31|32|35|-|0|2|5|6|8|10|13|15|17|19|20|22|26|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|3|5|6|9|10|13|14|17|19|20|22|25|31|32|35|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|34|,32,0,32,32.007729,2.798221,15.620447,TRUE
122,|0|5|32|20|6|,|0|5|32|20|6|,|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|10|13|14|16|18|20|22|24|30|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|26|30|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|28|30|32|34|-|0|3|5|6|9|10|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|3|5|6|9|11|12|14|17|19|20|22|25|31|32|34|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|35|-|0|2|5|6|8|10|12|14|16|19|20|22|28|30|32|34|-|0|2|5|6|8|11|13|15|17|19|20|22|26|30|32|34|-|0|2|5|6|9|10|12|14|16|19|20|22|28|30|32|34|-|0|3|5|6|9|11|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|3|5|6|9|10|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|3|5|6|8|10|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|9|10|13|14|16|19|20|22|28|30|32|34|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|28|30|32|34|-|0|2|5|6|8|11|13|15|17|19|20|22|26|31|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|29|30|32|35|-|0|3|5|6|8|10|12|14|17|19|20|22|25|31|32|35|-|0|3|5|6|8|11|13|14|17|19|20|22|25|31|32|35|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|3|5|6|8|10|13|14|17|19|20|22|25|31|32|35|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|3|5|6|9|11|13|14|17|19|20|22|25|31|32|34|-|0|3|5|6|9|11|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|10|13|15|17|19|20|22|24|31|32|34|-|0|2|5|6|8|10|12|14|16|19|20|22|24|30|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|27|30|32|34|-|0|3|5|6|9|11|12|14|17|19|20|22|25|31|32|35|-|0|2|5|6|8|10|12|14|16|19|20|22|28|30|32|34|-|0|2|5|6|8|11|12|15|17|19|20|22|26|30|32|34|-|0|2|5|6|8|10|12|14|17|19|20|22|26|31|32|35|-|0|2|5|6|8|10|13|15|17|19|20|22|26|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|3|5|6|9|10|13|14|17|19|20|22|25|31|32|35|-|0|2|5|6|8|10|12|14|16|19|20|22|24|30|32|34|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|34|,46,0,46,57.72303,2.344973,30.157235,TRUE
123,|0|5|32|6|,|0|5|32|6|,|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|10|13|14|16|18|20|22|24|30|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|26|30|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|28|30|32|34|-|0|3|5|6|9|10|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|3|5|6|9|11|12|14|17|19|20|22|25|31|32|34|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|35|-|0|2|5|6|8|10|12|14|16|19|20|22|28|30|32|34|-|0|2|5|6|8|11|13|15|17|19|20|22|26|30|32|34|-|0|2|5|6|8|11|13|15|17|19|21|22|26|30|32|34|-|0|2|5|6|9|10|12|14|16|19|20|22|28|30|32|34|-|0|3|5|6|9|11|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|3|5|6|9|10|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|3|5|6|8|10|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|9|10|13|14|16|19|20|22|28|30|32|34|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|28|30|32|34|-|0|2|5|6|8|11|13|15|17|19|20|22|26|31|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|29|30|32|35|-|0|3|5|6|8|10|12|14|17|19|20|22|25|31|32|35|-|0|3|5|6|8|11|13|14|17|19|20|22|25|31|32|35|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|10|13|15|17|19|21|22|24|31|32|34|-|0|3|5|6|8|10|13|14|17|19|20|22|25|31|32|35|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|14|16|18|21|22|24|30|32|34|-|0|3|5|6|9|11|13|14|17|19|20|22|25|31|32|34|-|0|3|5|6|9|11|13|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|10|13|15|17|19|20|22|24|31|32|34|-|0|2|5|6|8|10|12|14|16|19|20|22|24|30|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|27|30|32|34|-|0|2|5|6|8|11|13|15|17|18|21|23|24|31|32|35|-|0|3|5|6|9|11|12|14|17|19|20|22|25|31|32|35|-|0|2|5|6|8|10|12|14|16|19|20|22|28|30|32|34|-|0|2|5|6|8|11|12|15|17|19|20|22|26|30|32|34|-|0|2|5|6|8|10|12|14|17|19|20|22|26|31|32|35|-|0|2|5|6|8|10|13|15|17|19|20|22|26|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|3|5|6|9|10|13|14|17|19|20|22|25|31|32|35|-|0|2|5|6|8|10|12|14|16|19|20|22|24|30|32|34|-|0|3|5|6|9|10|12|14|17|19|20|22|25|31|32|34|,50,0,50,67.663399,2.04992,42.985026,TRUE
143,|0|5|8|2|32|20|6|,|0|5|8|2|32|20|6|,|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|10|13|14|16|18|20|22|24|30|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|26|30|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|28|30|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|2|5|6|8|10|12|14|16|19|20|22|28|30|32|34|-|0|2|5|6|8|11|13|15|17|19|20|22|26|30|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|28|30|32|34|-|0|2|5|6|8|11|13|15|17|19|20|22|26|31|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|29|30|32|35|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|10|13|15|17|19|20|22|24|31|32|34|-|0|2|5|6|8|10|12|14|16|19|20|22|24|30|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|27|30|32|34|-|0|2|5|6|8|10|12|14|16|19|20|22|28|30|32|34|-|0|2|5|6|8|11|12|15|17|19|20|22|26|30|32|34|-|0|2|5|6|8|10|12|14|17|19|20|22|26|31|32|35|-|0|2|5|6|8|10|13|15|17|19|20|22|26|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|2|5|6|8|10|12|14|16|19|20|22|24|30|32|34|,27,0,27,25.181757,2.076874,15.323202,TRUE
144,|0|5|8|2|32|6|,|0|5|8|2|32|6|,|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|10|13|14|16|18|20|22|24|30|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|26|30|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|28|30|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|2|5|6|8|10|12|14|16|19|20|22|28|30|32|34|-|0|2|5|6|8|11|13|15|17|19|20|22|26|30|32|34|-|0|2|5|6|8|11|13|15|17|19|21|22|26|30|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|28|30|32|34|-|0|2|5|6|8|11|13|15|17|19|20|22|26|31|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|29|30|32|35|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|10|13|15|17|19|21|22|24|31|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|14|16|18|21|22|24|30|32|34|-|0|2|5|6|8|10|13|15|17|19|20|22|24|31|32|34|-|0|2|5|6|8|10|12|14|16|19|20|22|24|30|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|14|16|18|20|22|27|30|32|34|-|0|2|5|6|8|11|13|15|17|18|21|23|24|31|32|35|-|0|2|5|6|8|10|12|14|16|19|20|22|28|30|32|34|-|0|2|5|6|8|11|12|15|17|19|20|22|26|30|32|34|-|0|2|5|6|8|10|12|14|17|19|20|22|26|31|32|35|-|0|2|5|6|8|10|13|15|17|19|20|22|26|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|35|-|0|2|5|6|8|10|12|14|16|19|20|22|24|30|32|34|,31,0,31,30.564524,2.219222,20.576927,TRUE
546,|11|34|15|31|6|0|17|2|8|,|11|34|15|31|6|0|17|2|8|,|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|33|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|19|20|22|26|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|2|4|6|8|11|13|15|17|18|21|22|24|31|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|,11,0,11,8.43537,-2.309602,10.368565,TRUE
1595,|18|24|34|2|8|6|0|,|18|24|34|2|8|6|0|,|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|33|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|10|13|14|16|18|20|22|24|30|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|13|15|17|18|20|23|24|31|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|-|0|2|4|6|8|11|13|15|17|18|21|22|24|31|32|34|-|0|2|5|6|8|11|13|14|16|18|21|22|24|30|32|34|-|0|2|5|6|8|11|12|15|17|18|20|23|24|31|32|34|,12,0,12,9.305618,-2,11.491356,TRUE
2698,|4|2|,|4|2|,|1|2|4|7|8|10|13|15|17|19|20|22|26|30|32|35|-|1|2|4|7|8|10|12|15|17|19|20|22|26|31|32|35|-|1|2|4|7|8|10|13|15|17|19|20|22|26|30|32|35|-|1|2|4|7|8|10|13|15|17|19|20|22|26|31|32|35|-|1|2|4|7|8|10|12|15|17|19|20|22|26|31|32|35|-|1|2|4|7|8|10|12|15|17|19|20|22|26|31|33|35|-|1|2|4|7|8|10|12|15|17|19|20|22|26|30|33|34|-|1|2|4|7|8|10|13|15|17|19|20|22|26|31|32|35|-|1|2|4|7|8|10|12|15|17|19|20|22|26|31|32|35|-|0|2|4|7|8|11|13|15|17|19|20|23|24|31|32|35|-|1|2|4|7|8|10|12|15|17|19|20|22|26|31|32|35|-|1|2|4|7|9|10|12|15|17|19|20|22|25|31|32|34|-|1|2|4|7|8|10|12|15|17|19|20|22|26|31|32|35|-|1|2|4|7|8|10|13|15|17|19|20|22|25|30|33|35|-|1|2|4|7|8|10|12|15|17|19|20|22|26|31|33|35|-|1|2|4|7|8|10|12|15|17|19|20|22|25|30|32|35|-|1|2|4|7|8|10|12|15|17|19|20|22|26|31|33|34|-|1|2|4|7|8|10|12|15|17|19|20|22|26|31|32|34|-|1|2|4|7|8|10|13|15|17|19|20|22|26|31|32|35|-|1|2|4|7|8|10|13|15|17|19|20|22|26|31|32|35|-|1|2|4|7|8|10|13|15|17|19|20|22|26|31|32|35|-|1|2|4|7|8|11|13|15|17|19|20|22|26|31|32|35|-|1|2|4|7|8|10|13|15|17|19|20|22|26|31|32|34|-|1|2|4|7|8|10|13|15|17|19|20|22|26|31|32|35|-|1|2|4|7|8|10|13|15|17|19|20|22|26|31|32|34|-|1|2|4|7|8|10|12|15|17|19|20|22|26|31|32|35|-|1|2|4|7|8|10|13|15|17|19|20|22|26|31|32|35|-|1|2|4|7|8|10|12|15|17|19|20|22|26|31|33|35|-|0|2|4|7|8|11|13|15|17|19|20|23|24|31|32|35|-|1|2|4|7|8|10|13|15|17|19|20|22|26|31|32|35|-|1|2|4|7|8|10|13|15|17|19|20|22|26|31|33|35|-|1|2|4|7|8|10|13|15|17|19|20|22|26|31|32|35|-|1|2|4|7|8|10|12|15|17|19|20|22|26|31|33|35|-|0|2|4|6|8|10|13|14|16|19|21|22|29|31|32|34|-|1|2|4|7|8|11|13|15|17|19|20|23|24|30|32|35|-|1|2|4|7|8|11|13|15|17|19|20|23|25|31|32|35|-|0|2|4|6|8|11|13|15|17|18|21|22|24|31|32|34|-|1|2|4|7|8|10|12|15|17|19|20|22|25|31|32|34|-|1|2|4|7|9|10|12|15|17|19|20|22|25|31|32|34|-|1|2|4|7|8|10|12|15|17|19|20|22|26|31|32|34|-|1|2|4|7|8|10|12|15|17|19|20|22|25|31|32|35|-|1|2|4|7|8|10|13|15|17|19|20|22|26|31|32|35|,42,40,2,89.024968,2.757578,27.432831,TRUE
